"","RRR","RPF","CRC","SRS","GRR","G+RR","IRR","GFF","G+FF","GLR","GPF","GBR","G+LR","G+PF","G+BR","GRG"
"1",0.845907037289184,0.422953518644592,0.281969012429728,0.281969012429728,0.211476759322296,0.169181407457837,0.140984506214864,0.120843862469883,0.105738379661148,0.0939896708099093,0.0845907037289184,0.0769006397535622,0.070492253107432,0.065069772099168,0.0604219312349417,0.0563938024859456
"2",0.695592763280599,0.3477963816403,0.231864254426866,0.231864254426866,0.17389819082015,0.13911855265612,0.115932127213433,0.0993703947543713,0.0869490954100749,0.0772880848089555,0.0695592763280599,0.0632357057527817,0.0579660636067166,0.0535071356369692,0.0496851973771856,0.0463728508853733
"3",0.572037337591008,0.286018668795504,0.190679112530336,0.190679112530336,0.143009334397752,0.114407467518202,0.095339556265168,0.0817196196558583,0.071504667198876,0.0635597041767787,0.0572037337591008,0.0520033943264553,0.047669778132584,0.0440028721223852,0.0408598098279291,0.0381358225060672
"4",0.31580110356369,0.157900551781845,0.10526703452123,0.10526703452123,0.0789502758909225,0.063160220712738,0.052633517260615,0.0451144433662414,0.0394751379454613,0.0350890115070767,0.031580110356369,0.0287091912330627,0.0263167586303075,0.0242923925818223,0.0225572216831207,0.021053406904246
"5",0.291433279447245,0.145716639723623,0.097144426482415,0.097144426482415,0.0728583198618113,0.058286655889449,0.0485722132412075,0.0416333256353207,0.0364291599309056,0.0323814754941383,0.0291433279447245,0.0264939344952041,0.0242861066206038,0.022417944572865,0.0208166628176604,0.019428885296483
"6",0.0896333779523294,0.0448166889761647,0.0298777926507765,0.0298777926507765,0.0224083444880823,0.0179266755904659,0.0149388963253882,0.0128047682789042,0.0112041722440412,0.00995926421692549,0.00896333779523294,0.00814848890475722,0.00746944816269412,0.00689487522710226,0.0064023841394521,0.00597555853015529
