est_before,dens_before,treatment,est_after,pr_est_after,respondent,change_dens,,,
80,H,GRR,90,0,9,60,,,
80,H,GRR,100,0,9,60,,,
20,L,GPF,10,85,1,0,,,
20,L,GPF,20,15,1,0,,,
20,L,GPF,30,0,1,0,,,
20,L,GPF,40,0,1,0,,,
20,L,GPF,50,0,1,0,,,
20,L,GPF,60,0,1,0,,,
20,L,GPF,70,0,1,0,,,
20,L,GPF,80,0,1,0,,,
20,L,GPF,90,0,1,0,,,
20,L,GPF,100,0,1,0,,,
20,L,GPF,10,60,2,0,,,
20,L,GPF,20,40,2,0,,,
20,L,GPF,30,0,2,0,,,
20,L,GPF,40,0,2,0,,,
20,L,GPF,50,0,2,0,,,
20,L,GPF,60,0,2,0,,,
20,L,GPF,70,0,2,0,,,
20,L,GPF,80,0,2,0,,,
20,L,GPF,90,0,2,0,,,
20,L,GPF,100,0,2,0,,,
20,L,GPF,10,100,3,0,,,
20,L,GPF,20,0,3,0,,,
20,L,GPF,30,0,3,0,,,
20,L,GPF,40,0,3,0,,,
20,L,GPF,50,0,3,0,,,
20,L,GPF,60,0,3,0,,,
20,L,GPF,70,0,3,0,,,
20,L,GPF,80,0,3,0,,,
20,L,GPF,90,0,3,0,,,
20,L,GPF,100,0,3,0,,,
20,L,GPF,10,90,4,5,,,
20,L,GPF,20,10,4,5,,,
20,L,GPF,30,0,4,5,,,
20,L,GPF,40,0,4,5,,,
20,L,GPF,50,0,4,5,,,
20,L,GPF,60,0,4,5,,,
20,L,GPF,70,0,4,5,,,
20,L,GPF,80,0,4,5,,,
20,L,GPF,90,0,4,5,,,
20,L,GPF,100,0,4,5,,,
20,L,GPF,10,60,5,20,,,
20,L,GPF,20,30,5,20,,,
20,L,GPF,30,10,5,20,,,
20,L,GPF,40,0,5,20,,,
20,L,GPF,50,0,5,20,,,
20,L,GPF,60,0,5,20,,,
20,L,GPF,70,0,5,20,,,
20,L,GPF,80,0,5,20,,,
20,L,GPF,90,0,5,20,,,
20,L,GPF,100,0,5,20,,,
20,L,GPF,10,90,6,0,,,
20,L,GPF,20,10,6,0,,,
20,L,GPF,30,0,6,0,,,
20,L,GPF,40,0,6,0,,,
20,L,GPF,50,0,6,0,,,
20,L,GPF,60,0,6,0,,,
20,L,GPF,70,0,6,0,,,
20,L,GPF,80,0,6,0,,,
20,L,GPF,90,0,6,0,,,
20,L,GPF,100,0,6,0,,,
20,L,GPF,10,60,7,10,,,
20,L,GPF,20,30,7,10,,,
20,L,GPF,30,10,7,10,,,
20,L,GPF,40,0,7,10,,,
20,L,GPF,50,0,7,10,,,
20,L,GPF,60,0,7,10,,,
20,L,GPF,70,0,7,10,,,
20,L,GPF,80,0,7,10,,,
20,L,GPF,90,0,7,10,,,
20,L,GPF,100,0,7,10,,,
20,L,GPF,10,55,8,15,,,
20,L,GPF,20,35,8,15,,,
20,L,GPF,30,10,8,15,,,
20,L,GPF,40,0,8,15,,,
20,L,GPF,50,0,8,15,,,
20,L,GPF,60,0,8,15,,,
20,L,GPF,70,0,8,15,,,
20,L,GPF,80,0,8,15,,,
20,L,GPF,90,0,8,15,,,
20,L,GPF,100,0,8,15,,,
20,L,GPF,10,0,9,0,,,
20,L,GPF,20,0,9,0,,,
20,L,GPF,30,0,9,0,,,
20,L,GPF,40,0,9,0,,,
20,L,GPF,50,0,9,0,,,
20,L,GPF,60,0,9,0,,,
20,L,GPF,70,0,9,0,,,
20,L,GPF,80,0,9,0,,,
20,L,GPF,90,0,9,0,,,
20,L,GPF,100,0,9,0,,,
20,H,GPF,10,97,1,97,,,
20,H,GPF,20,3,1,97,,,
20,H,GPF,30,0,1,97,,,
20,H,GPF,40,0,1,97,,,
20,H,GPF,50,0,1,97,,,
20,H,GPF,60,0,1,97,,,
20,H,GPF,70,0,1,97,,,
20,H,GPF,80,0,1,97,,,
20,H,GPF,90,0,1,97,,,
20,H,GPF,100,0,1,97,,,
20,H,GPF,10,70,2,80,,,
20,H,GPF,20,30,2,80,,,
20,H,GPF,30,0,2,80,,,
20,H,GPF,40,0,2,80,,,
20,H,GPF,50,0,2,80,,,
20,H,GPF,60,0,2,80,,,
20,H,GPF,70,0,2,80,,,
20,H,GPF,80,0,2,80,,,
20,H,GPF,90,0,2,80,,,
20,H,GPF,100,0,2,80,,,
20,H,GPF,10,100,3,100,,,
20,H,GPF,20,0,3,100,,,
20,H,GPF,30,0,3,100,,,
20,H,GPF,40,0,3,100,,,
20,H,GPF,50,0,3,100,,,
20,H,GPF,60,0,3,100,,,
20,H,GPF,70,0,3,100,,,
20,H,GPF,80,0,3,100,,,
20,H,GPF,90,0,3,100,,,
20,H,GPF,100,0,3,100,,,
20,H,GPF,10,85,4,75,,,
20,H,GPF,20,15,4,75,,,
20,H,GPF,30,0,4,75,,,
20,H,GPF,40,0,4,75,,,
20,H,GPF,50,0,4,75,,,
20,H,GPF,60,0,4,75,,,
20,H,GPF,70,0,4,75,,,
20,H,GPF,80,0,4,75,,,
20,H,GPF,90,0,4,75,,,
20,H,GPF,100,0,4,75,,,
20,H,GPF,10,50,5,60,,,
20,H,GPF,20,40,5,60,,,
20,H,GPF,30,10,5,60,,,
20,H,GPF,40,0,5,60,,,
20,H,GPF,50,0,5,60,,,
20,H,GPF,60,0,5,60,,,
20,H,GPF,70,0,5,60,,,
20,H,GPF,80,0,5,60,,,
20,H,GPF,90,0,5,60,,,
20,H,GPF,100,0,5,60,,,
20,H,GPF,10,80,6,100,,,
20,H,GPF,20,20,6,100,,,
20,H,GPF,30,0,6,100,,,
20,H,GPF,40,0,6,100,,,
20,H,GPF,50,0,6,100,,,
20,H,GPF,60,0,6,100,,,
20,H,GPF,70,0,6,100,,,
20,H,GPF,80,0,6,100,,,
20,H,GPF,90,0,6,100,,,
20,H,GPF,100,0,6,100,,,
20,H,GPF,10,50,7,50,,,
20,H,GPF,20,40,7,50,,,
20,H,GPF,30,10,7,50,,,
20,H,GPF,40,0,7,50,,,
20,H,GPF,50,0,7,50,,,
20,H,GPF,60,0,7,50,,,
20,H,GPF,70,0,7,50,,,
20,H,GPF,80,0,7,50,,,
20,H,GPF,90,0,7,50,,,
20,H,GPF,100,0,7,50,,,
20,H,GPF,10,30,8,70,,,
20,H,GPF,20,40,8,70,,,
20,H,GPF,30,20,8,70,,,
20,H,GPF,40,10,8,70,,,
20,H,GPF,50,0,8,70,,,
20,H,GPF,60,0,8,70,,,
20,H,GPF,70,0,8,70,,,
20,H,GPF,80,0,8,70,,,
20,H,GPF,90,0,8,70,,,
20,H,GPF,100,0,8,70,,,
20,H,GPF,10,0,9,0,,,
20,H,GPF,20,0,9,0,,,
20,H,GPF,30,0,9,0,,,
20,H,GPF,40,0,9,0,,,
20,H,GPF,50,0,9,0,,,
20,H,GPF,60,0,9,0,,,
20,H,GPF,70,0,9,0,,,
20,H,GPF,80,0,9,0,,,
20,H,GPF,90,0,9,0,,,
20,H,GPF,100,0,9,0,,,
80,L,GPF,10,0,1,0,,,
80,L,GPF,20,5,1,0,,,
80,L,GPF,30,10,1,0,,,
80,L,GPF,40,15,1,0,,,
80,L,GPF,50,45,1,0,,,
80,L,GPF,60,15,1,0,,,
80,L,GPF,70,10,1,0,,,
80,L,GPF,80,0,1,0,,,
80,L,GPF,90,0,1,0,,,
80,L,GPF,100,0,1,0,,,
80,L,GPF,10,0,2,0,,,
80,L,GPF,20,10,2,0,,,
80,L,GPF,30,20,2,0,,,
80,L,GPF,40,20,2,0,,,
80,L,GPF,50,50,2,0,,,
80,L,GPF,60,0,2,0,,,
80,L,GPF,70,0,2,0,,,
80,L,GPF,80,0,2,0,,,
80,L,GPF,90,0,2,0,,,
80,L,GPF,100,0,2,0,,,
80,L,GPF,10,90,3,0,,,
80,L,GPF,20,10,3,0,,,
80,L,GPF,30,0,3,0,,,
80,L,GPF,40,0,3,0,,,
80,L,GPF,50,0,3,0,,,
80,L,GPF,60,0,3,0,,,
80,L,GPF,70,0,3,0,,,
80,L,GPF,80,0,3,0,,,
80,L,GPF,90,0,3,0,,,
80,L,GPF,100,0,3,0,,,
80,L,GPF,10,25,4,5,,,
80,L,GPF,20,50,4,5,,,
80,L,GPF,30,20,4,5,,,
80,L,GPF,40,5,4,5,,,
80,L,GPF,50,0,4,5,,,
80,L,GPF,60,0,4,5,,,
80,L,GPF,70,0,4,5,,,
80,L,GPF,80,0,4,5,,,
80,L,GPF,90,0,4,5,,,
80,L,GPF,100,0,4,5,,,
80,L,GPF,10,10,5,20,,,
80,L,GPF,20,20,5,20,,,
80,L,GPF,30,40,5,20,,,
80,L,GPF,40,20,5,20,,,
80,L,GPF,50,10,5,20,,,
80,L,GPF,60,0,5,20,,,
80,L,GPF,70,0,5,20,,,
80,L,GPF,80,0,5,20,,,
80,L,GPF,90,0,5,20,,,
80,L,GPF,100,0,5,20,,,
80,L,GPF,10,20,6,0,,,
80,L,GPF,20,80,6,0,,,
80,L,GPF,30,0,6,0,,,
80,L,GPF,40,0,6,0,,,
80,L,GPF,50,0,6,0,,,
80,L,GPF,60,0,6,0,,,
80,L,GPF,70,0,6,0,,,
80,L,GPF,80,0,6,0,,,
80,L,GPF,90,0,6,0,,,
80,L,GPF,100,0,6,0,,,
80,L,GPF,10,0,7,20,,,
80,L,GPF,20,0,7,20,,,
80,L,GPF,30,10,7,20,,,
80,L,GPF,40,40,7,20,,,
80,L,GPF,50,40,7,20,,,
80,L,GPF,60,10,7,20,,,
80,L,GPF,70,0,7,20,,,
80,L,GPF,80,0,7,20,,,
80,L,GPF,90,0,7,20,,,
80,L,GPF,100,0,7,20,,,
80,L,GPF,10,10,8,10,,,
80,L,GPF,20,80,8,10,,,
80,L,GPF,30,10,8,10,,,
80,L,GPF,40,0,8,10,,,
80,L,GPF,50,0,8,10,,,
80,L,GPF,60,0,8,10,,,
80,L,GPF,70,0,8,10,,,
80,L,GPF,80,0,8,10,,,
80,L,GPF,90,0,8,10,,,
80,L,GPF,100,0,8,10,,,
80,L,GPF,10,0,9,0,,,
80,L,GPF,20,0,9,0,,,
80,L,GPF,30,0,9,0,,,
80,L,GPF,40,0,9,0,,,
80,L,GPF,50,0,9,0,,,
80,L,GPF,60,0,9,0,,,
80,L,GPF,70,0,9,0,,,
80,L,GPF,80,0,9,0,,,
80,L,GPF,90,0,9,0,,,
80,L,GPF,100,0,9,0,,,
80,H,GPF,10,0,1,97,,,
80,H,GPF,20,7,1,97,,,
80,H,GPF,30,15,1,97,,,
80,H,GPF,40,21,1,97,,,
80,H,GPF,50,40,1,97,,,
80,H,GPF,60,10,1,97,,,
80,H,GPF,70,7,1,97,,,
80,H,GPF,80,0,1,97,,,
80,H,GPF,90,0,1,97,,,
80,H,GPF,100,0,1,97,,,
80,H,GPF,10,20,2,70,,,
80,H,GPF,20,50,2,70,,,
80,H,GPF,30,30,2,70,,,
80,H,GPF,40,0,2,70,,,
80,H,GPF,50,0,2,70,,,
80,H,GPF,60,0,2,70,,,
80,H,GPF,70,0,2,70,,,
80,H,GPF,80,0,2,70,,,
80,H,GPF,90,0,2,70,,,
80,H,GPF,100,0,2,70,,,
80,H,GPF,10,90,3,95,,,
80,H,GPF,20,10,3,95,,,
80,H,GPF,30,0,3,95,,,
80,H,GPF,40,0,3,95,,,
80,H,GPF,50,0,3,95,,,
80,H,GPF,60,0,3,95,,,
80,H,GPF,70,0,3,95,,,
80,H,GPF,80,0,3,95,,,
80,H,GPF,90,0,3,95,,,
80,H,GPF,100,0,3,95,,,
80,H,GPF,10,10,4,65,,,
80,H,GPF,20,40,4,65,,,
80,H,GPF,30,35,4,65,,,
80,H,GPF,40,10,4,65,,,
80,H,GPF,50,5,4,65,,,
80,H,GPF,60,0,4,65,,,
80,H,GPF,70,0,4,65,,,
80,H,GPF,80,0,4,65,,,
80,H,GPF,90,0,4,65,,,
80,H,GPF,100,0,4,65,,,
80,H,GPF,10,0,5,60,,,
80,H,GPF,20,10,5,60,,,
80,H,GPF,30,20,5,60,,,
80,H,GPF,40,40,5,60,,,
80,H,GPF,50,20,5,60,,,
80,H,GPF,60,10,5,60,,,
80,H,GPF,70,0,5,60,,,
80,H,GPF,80,0,5,60,,,
80,H,GPF,90,0,5,60,,,
80,H,GPF,100,0,5,60,,,
80,H,GPF,10,10,6,100,,,
80,H,GPF,20,90,6,100,,,
80,H,GPF,30,0,6,100,,,
80,H,GPF,40,0,6,100,,,
80,H,GPF,50,0,6,100,,,
80,H,GPF,60,0,6,100,,,
80,H,GPF,70,0,6,100,,,
80,H,GPF,80,0,6,100,,,
80,H,GPF,90,0,6,100,,,
80,H,GPF,100,0,6,100,,,
80,H,GPF,10,0,7,0,,,
80,H,GPF,20,0,7,0,,,
80,H,GPF,30,0,7,0,,,
80,H,GPF,40,10,7,0,,,
80,H,GPF,50,40,7,0,,,
80,H,GPF,60,40,7,0,,,
80,H,GPF,70,10,7,0,,,
80,H,GPF,80,0,7,0,,,
80,H,GPF,90,0,7,0,,,
80,H,GPF,100,0,7,0,,,
80,H,GPF,10,70,8,70,,,
80,H,GPF,20,25,8,70,,,
80,H,GPF,30,5,8,70,,,
80,H,GPF,40,0,8,70,,,
80,H,GPF,50,0,8,70,,,
80,H,GPF,60,0,8,70,,,
80,H,GPF,70,0,8,70,,,
80,H,GPF,80,0,8,70,,,
80,H,GPF,90,0,8,70,,,
80,H,GPF,100,0,8,70,,,
80,H,GPF,10,0,9,0,,,
80,H,GPF,20,0,9,0,,,
80,H,GPF,30,0,9,0,,,
80,H,GPF,40,0,9,0,,,
80,H,GPF,50,0,9,0,,,
80,H,GPF,60,0,9,0,,,
80,H,GPF,70,0,9,0,,,
80,H,GPF,80,0,9,0,,,
80,H,GPF,90,0,9,0,,,
80,H,GPF,100,0,9,0,,,
20,L,RPF,10,5,1,5,,,
20,L,RPF,20,95,1,5,,,
20,L,RPF,30,0,1,5,,,
20,L,RPF,40,0,1,5,,,
20,L,RPF,50,0,1,5,,,
20,L,RPF,60,0,1,5,,,
20,L,RPF,70,0,1,5,,,
20,L,RPF,80,0,1,5,,,
20,L,RPF,90,0,1,5,,,
20,L,RPF,100,0,1,5,,,
20,L,RPF,10,20,2,10,,,
20,L,RPF,20,70,2,10,,,
20,L,RPF,30,10,2,10,,,
20,L,RPF,40,0,2,10,,,
20,L,RPF,50,0,2,10,,,
20,L,RPF,60,0,2,10,,,
20,L,RPF,70,0,2,10,,,
20,L,RPF,80,0,2,10,,,
20,L,RPF,90,0,2,10,,,
20,L,RPF,100,0,2,10,,,
20,L,RPF,10,20,3,40,,,
20,L,RPF,20,50,3,40,,,
20,L,RPF,30,30,3,40,,,
20,L,RPF,40,0,3,40,,,
20,L,RPF,50,0,3,40,,,
20,L,RPF,60,0,3,40,,,
20,L,RPF,70,0,3,40,,,
20,L,RPF,80,0,3,40,,,
20,L,RPF,90,0,3,40,,,
20,L,RPF,100,0,3,40,,,
20,L,RPF,10,60,4,10,,,
20,L,RPF,20,40,4,10,,,
20,L,RPF,30,0,4,10,,,
20,L,RPF,40,0,4,10,,,
20,L,RPF,50,0,4,10,,,
20,L,RPF,60,0,4,10,,,
20,L,RPF,70,0,4,10,,,
20,L,RPF,80,0,4,10,,,
20,L,RPF,90,0,4,10,,,
20,L,RPF,100,0,4,10,,,
20,L,RPF,10,0,5,50,,,
20,L,RPF,20,20,5,50,,,
20,L,RPF,30,60,5,50,,,
20,L,RPF,40,20,5,50,,,
20,L,RPF,50,0,5,50,,,
20,L,RPF,60,0,5,50,,,
20,L,RPF,70,0,5,50,,,
20,L,RPF,80,0,5,50,,,
20,L,RPF,90,0,5,50,,,
20,L,RPF,100,0,5,50,,,
20,L,RPF,10,0,6,20,,,
20,L,RPF,20,70,6,20,,,
20,L,RPF,30,30,6,20,,,
20,L,RPF,40,0,6,20,,,
20,L,RPF,50,0,6,20,,,
20,L,RPF,60,0,6,20,,,
20,L,RPF,70,0,6,20,,,
20,L,RPF,80,0,6,20,,,
20,L,RPF,90,0,6,20,,,
20,L,RPF,100,0,6,20,,,
20,L,RPF,10,45,7,30,,,
20,L,RPF,20,40,7,30,,,
20,L,RPF,30,15,7,30,,,
20,L,RPF,40,0,7,30,,,
20,L,RPF,50,0,7,30,,,
20,L,RPF,60,0,7,30,,,
20,L,RPF,70,0,7,30,,,
20,L,RPF,80,0,7,30,,,
20,L,RPF,90,0,7,30,,,
20,L,RPF,100,0,7,30,,,
20,L,RPF,10,0,8,0,,,
20,L,RPF,20,0,8,0,,,
20,L,RPF,30,0,8,0,,,
20,L,RPF,40,0,8,0,,,
20,L,RPF,50,0,8,0,,,
20,L,RPF,60,0,8,0,,,
20,L,RPF,70,0,8,0,,,
20,L,RPF,80,0,8,0,,,
20,L,RPF,90,0,8,0,,,
20,L,RPF,100,0,8,0,,,
20,L,RPF,10,0,9,0,,,
20,L,RPF,20,0,9,0,,,
20,L,RPF,30,0,9,0,,,
20,L,RPF,40,0,9,0,,,
20,L,RPF,50,0,9,0,,,
20,L,RPF,60,0,9,0,,,
20,L,RPF,70,0,9,0,,,
20,L,RPF,80,0,9,0,,,
20,L,RPF,90,0,9,0,,,
20,L,RPF,100,0,9,0,,,
20,H,RPF,10,7,1,7,,,
20,H,RPF,20,93,1,7,,,
20,H,RPF,30,0,1,7,,,
20,H,RPF,40,0,1,7,,,
20,H,RPF,50,0,1,7,,,
20,H,RPF,60,0,1,7,,,
20,H,RPF,70,0,1,7,,,
20,H,RPF,80,0,1,7,,,
20,H,RPF,90,0,1,7,,,
20,H,RPF,100,0,1,7,,,
20,H,RPF,10,20,2,30,,,
20,H,RPF,20,60,2,30,,,
20,H,RPF,30,20,2,30,,,
20,H,RPF,40,0,2,30,,,
20,H,RPF,50,0,2,30,,,
20,H,RPF,60,0,2,30,,,
20,H,RPF,70,0,2,30,,,
20,H,RPF,80,0,2,30,,,
20,H,RPF,90,0,2,30,,,
20,H,RPF,100,0,2,30,,,
20,H,RPF,10,0,3,30,,,
20,H,RPF,20,40,3,30,,,
20,H,RPF,30,60,3,30,,,
20,H,RPF,40,0,3,30,,,
20,H,RPF,50,0,3,30,,,
20,H,RPF,60,0,3,30,,,
20,H,RPF,70,0,3,30,,,
20,H,RPF,80,0,3,30,,,
20,H,RPF,90,0,3,30,,,
20,H,RPF,100,0,3,30,,,
20,H,RPF,10,50,4,50,,,
20,H,RPF,20,50,4,50,,,
20,H,RPF,30,0,4,50,,,
20,H,RPF,40,0,4,50,,,
20,H,RPF,50,0,4,50,,,
20,H,RPF,60,0,4,50,,,
20,H,RPF,70,0,4,50,,,
20,H,RPF,80,0,4,50,,,
20,H,RPF,90,0,4,50,,,
20,H,RPF,100,0,4,50,,,
20,H,RPF,10,0,5,40,,,
20,H,RPF,20,0,5,40,,,
20,H,RPF,30,30,5,40,,,
20,H,RPF,40,40,5,40,,,
20,H,RPF,50,30,5,40,,,
20,H,RPF,60,0,5,40,,,
20,H,RPF,70,0,5,40,,,
20,H,RPF,80,0,5,40,,,
20,H,RPF,90,0,5,40,,,
20,H,RPF,100,0,5,40,,,
20,H,RPF,10,0,6,30,,,
20,H,RPF,20,70,6,30,,,
20,H,RPF,30,30,6,30,,,
20,H,RPF,40,0,6,30,,,
20,H,RPF,50,0,6,30,,,
20,H,RPF,60,0,6,30,,,
20,H,RPF,70,0,6,30,,,
20,H,RPF,80,0,6,30,,,
20,H,RPF,90,0,6,30,,,
20,H,RPF,100,0,6,30,,,
20,H,RPF,10,10,7,50,,,
20,H,RPF,20,60,7,50,,,
20,H,RPF,30,30,7,50,,,
20,H,RPF,40,0,7,50,,,
20,H,RPF,50,0,7,50,,,
20,H,RPF,60,0,7,50,,,
20,H,RPF,70,0,7,50,,,
20,H,RPF,80,0,7,50,,,
20,H,RPF,90,0,7,50,,,
20,H,RPF,100,0,7,50,,,
20,H,RPF,10,0,8,0,,,
20,H,RPF,20,0,8,0,,,
20,H,RPF,30,0,8,0,,,
20,H,RPF,40,0,8,0,,,
20,H,RPF,50,0,8,0,,,
20,H,RPF,60,0,8,0,,,
20,H,RPF,70,0,8,0,,,
20,H,RPF,80,0,8,0,,,
20,H,RPF,90,0,8,0,,,
20,H,RPF,100,0,8,0,,,
20,H,RPF,10,0,9,0,,,
20,H,RPF,20,0,9,0,,,
20,H,RPF,30,0,9,0,,,
20,H,RPF,40,0,9,0,,,
20,H,RPF,50,0,9,0,,,
20,H,RPF,60,0,9,0,,,
20,H,RPF,70,0,9,0,,,
20,H,RPF,80,0,9,0,,,
20,H,RPF,90,0,9,0,,,
20,H,RPF,100,0,9,0,,,
80,L,RPF,10,0,1,10,,,
80,L,RPF,20,0,1,10,,,
80,L,RPF,30,0,1,10,,,
80,L,RPF,40,0,1,10,,,
80,L,RPF,50,0,1,10,,,
80,L,RPF,60,0,1,10,,,
80,L,RPF,70,0,1,10,,,
80,L,RPF,80,93,1,10,,,
80,L,RPF,90,7,1,10,,,
80,L,RPF,100,0,1,10,,,
80,L,RPF,10,0,2,10,,,
80,L,RPF,20,0,2,10,,,
80,L,RPF,30,0,2,10,,,
80,L,RPF,40,30,2,10,,,
80,L,RPF,50,30,2,10,,,
80,L,RPF,60,20,2,10,,,
80,L,RPF,70,10,2,10,,,
80,L,RPF,80,10,2,10,,,
80,L,RPF,90,0,2,10,,,
80,L,RPF,100,0,2,10,,,
80,L,RPF,10,0,3,50,,,
80,L,RPF,20,0,3,50,,,
80,L,RPF,30,0,3,50,,,
80,L,RPF,40,0,3,50,,,
80,L,RPF,50,0,3,50,,,
80,L,RPF,60,0,3,50,,,
80,L,RPF,70,10,3,50,,,
80,L,RPF,80,30,3,50,,,
80,L,RPF,90,60,3,50,,,
80,L,RPF,100,0,3,50,,,
80,L,RPF,10,0,4,15,,,
80,L,RPF,20,10,4,15,,,
80,L,RPF,30,30,4,15,,,
80,L,RPF,40,35,4,15,,,
80,L,RPF,50,20,4,15,,,
80,L,RPF,60,5,4,15,,,
80,L,RPF,70,0,4,15,,,
80,L,RPF,80,0,4,15,,,
80,L,RPF,90,0,4,15,,,
80,L,RPF,100,0,4,15,,,
80,L,RPF,10,0,5,50,,,
80,L,RPF,20,0,5,50,,,
80,L,RPF,30,0,5,50,,,
80,L,RPF,40,0,5,50,,,
80,L,RPF,50,20,5,50,,,
80,L,RPF,60,30,5,50,,,
80,L,RPF,70,50,5,50,,,
80,L,RPF,80,0,5,50,,,
80,L,RPF,90,0,5,50,,,
80,L,RPF,100,0,5,50,,,
80,L,RPF,10,0,6,20,,,
80,L,RPF,20,0,6,20,,,
80,L,RPF,30,0,6,20,,,
80,L,RPF,40,0,6,20,,,
80,L,RPF,50,0,6,20,,,
80,L,RPF,60,0,6,20,,,
80,L,RPF,70,0,6,20,,,
80,L,RPF,80,30,6,20,,,
80,L,RPF,90,70,6,20,,,
80,L,RPF,100,0,6,20,,,
80,L,RPF,10,0,7,10,,,
80,L,RPF,20,0,7,10,,,
80,L,RPF,30,20,7,10,,,
80,L,RPF,40,60,7,10,,,
80,L,RPF,50,20,7,10,,,
80,L,RPF,60,0,7,10,,,
80,L,RPF,70,0,7,10,,,
80,L,RPF,80,0,7,10,,,
80,L,RPF,90,0,7,10,,,
80,L,RPF,100,0,7,10,,,
80,L,RPF,10,0,8,0,,,
80,L,RPF,20,0,8,0,,,
80,L,RPF,30,0,8,0,,,
80,L,RPF,40,0,8,0,,,
80,L,RPF,50,0,8,0,,,
80,L,RPF,60,0,8,0,,,
80,L,RPF,70,0,8,0,,,
80,L,RPF,80,0,8,0,,,
80,L,RPF,90,0,8,0,,,
80,L,RPF,100,0,8,0,,,
80,L,RPF,10,0,9,0,,,
80,L,RPF,20,0,9,0,,,
80,L,RPF,30,0,9,0,,,
80,L,RPF,40,0,9,0,,,
80,L,RPF,50,0,9,0,,,
80,L,RPF,60,0,9,0,,,
80,L,RPF,70,0,9,0,,,
80,L,RPF,80,0,9,0,,,
80,L,RPF,90,0,9,0,,,
80,L,RPF,100,0,9,0,,,
80,H,RPF,10,0,1,7,,,
80,H,RPF,20,0,1,7,,,
80,H,RPF,30,0,1,7,,,
80,H,RPF,40,0,1,7,,,
80,H,RPF,50,0,1,7,,,
80,H,RPF,60,0,1,7,,,
80,H,RPF,70,0,1,7,,,
80,H,RPF,80,95,1,7,,,
80,H,RPF,90,5,1,7,,,
80,H,RPF,100,0,1,7,,,
80,H,RPF,10,0,2,50,,,
80,H,RPF,20,0,2,50,,,
80,H,RPF,30,0,2,50,,,
80,H,RPF,40,0,2,50,,,
80,H,RPF,50,20,2,50,,,
80,H,RPF,60,30,2,50,,,
80,H,RPF,70,20,2,50,,,
80,H,RPF,80,20,2,50,,,
80,H,RPF,90,10,2,50,,,
80,H,RPF,100,0,2,50,,,
80,H,RPF,10,0,3,50,,,
80,H,RPF,20,0,3,50,,,
80,H,RPF,30,0,3,50,,,
80,H,RPF,40,0,3,50,,,
80,H,RPF,50,0,3,50,,,
80,H,RPF,60,0,3,50,,,
80,H,RPF,70,0,3,50,,,
80,H,RPF,80,30,3,50,,,
80,H,RPF,90,70,3,50,,,
80,H,RPF,100,0,3,50,,,
80,H,RPF,10,0,4,50,,,
80,H,RPF,20,10,4,50,,,
80,H,RPF,30,25,4,50,,,
80,H,RPF,40,35,4,50,,,
80,H,RPF,50,20,4,50,,,
80,H,RPF,60,5,4,50,,,
80,H,RPF,70,5,4,50,,,
80,H,RPF,80,0,4,50,,,
80,H,RPF,90,0,4,50,,,
80,H,RPF,100,0,4,50,,,
80,H,RPF,10,0,5,40,,,
80,H,RPF,20,0,5,40,,,
80,H,RPF,30,0,5,40,,,
80,H,RPF,40,0,5,40,,,
80,H,RPF,50,20,5,40,,,
80,H,RPF,60,40,5,40,,,
80,H,RPF,70,40,5,40,,,
80,H,RPF,80,0,5,40,,,
80,H,RPF,90,0,5,40,,,
80,H,RPF,100,0,5,40,,,
80,H,RPF,10,0,6,20,,,
80,H,RPF,20,0,6,20,,,
80,H,RPF,30,0,6,20,,,
80,H,RPF,40,0,6,20,,,
80,H,RPF,50,0,6,20,,,
80,H,RPF,60,0,6,20,,,
80,H,RPF,70,0,6,20,,,
80,H,RPF,80,30,6,20,,,
80,H,RPF,90,70,6,20,,,
80,H,RPF,100,0,6,20,,,
80,H,RPF,10,0,7,50,,,
80,H,RPF,20,15,7,50,,,
80,H,RPF,30,70,7,50,,,
80,H,RPF,40,15,7,50,,,
80,H,RPF,50,0,7,50,,,
80,H,RPF,60,0,7,50,,,
80,H,RPF,70,0,7,50,,,
80,H,RPF,80,0,7,50,,,
80,H,RPF,90,0,7,50,,,
80,H,RPF,100,0,7,50,,,
80,H,RPF,10,0,8,0,,,
80,H,RPF,20,0,8,0,,,
80,H,RPF,30,0,8,0,,,
80,H,RPF,40,0,8,0,,,
80,H,RPF,50,0,8,0,,,
80,H,RPF,60,0,8,0,,,
80,H,RPF,70,0,8,0,,,
80,H,RPF,80,0,8,0,,,
80,H,RPF,90,0,8,0,,,
80,H,RPF,100,0,8,0,,,
80,H,RPF,10,0,9,0,,,
80,H,RPF,20,0,9,0,,,
80,H,RPF,30,0,9,0,,,
80,H,RPF,40,0,9,0,,,
80,H,RPF,50,0,9,0,,,
80,H,RPF,60,0,9,0,,,
80,H,RPF,70,0,9,0,,,
80,H,RPF,80,0,9,0,,,
80,H,RPF,90,0,9,0,,,
80,H,RPF,100,0,9,0,,,
