TABLE_NAME,TABLE_LOCATION,TABLE_NOTES,DATA_ELEMENT_NAME,DATA_ELEMENT_ORDER,DATA_ELEMENT_DESCRIPTION,DATA_TYPE
trans_probs_EXPERT-2018-08-13.csv,./src/run-model/initial-inputs,"Comma Separated Value (CSV) file containing expert-elicited priors for the transition matrices used in the PAMF Model. This file was used to generate ""repaired_priors.csv,"" the final version of the data used in the PAMF Model.",concentration,7,"Cumulative observations for each state-to-state transition (from ""est_before"" to ""est_after"" and ""dens_before"" to ""dens_after"") under the given management combination; may not be whole number.",numeric
treatment_eff.csv,./src/run-model/initial-inputs/elicitation_data,"This is a convenience copy of the ""treatment_eff.csv"" file from the PAMF Data Release. See XML metadata for ""treatment_eff.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
treatment_eff_treat_raw.csv,./src/run-model/initial-inputs/elicitation_data,"This is a convenience copy of the ""treatment_eff_treat_raw.csv"" file from the PAMF Data Release. See XML metadata for ""treatment_eff_treat_raw.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
treatment_eff_posttreat_raw.csv,./src/run-model/initial-inputs/elicitation_data,"This is a convenience copy of the ""treatment_eff_posttreat_raw.csv"" file from the PAMF Data Release. See XML metadata for ""treatment_eff_posttreat_raw.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
cost_constants_ColumnTest1.csv,./cost-constants/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
cost_constants_ColumnTest2.csv,./cost-constants/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
cost_constants_ColumnTest3.csv,./cost-constants/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
cost_constants_ColumnTest4.csv,./cost-constants/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
cost_constants_ColumnTest5.csv,./cost-constants/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
cost_constants_ColumnTest6.csv,./cost-constants/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
cost_constants_ColumnTest7.csv,./cost-constants/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
cost_constants_FutureCosts.csv,./cost-constants/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
cost_constants_MultiYear.csv,./cost-constants/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
cost_constants_OldCosts.csv,./cost-constants/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
cost-test.csv,./src/create-new-run/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
datpak.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""datpak.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
datpak.csv,./src/forecast-guidance/test-cases/prevrun-test,"See XML metadata for ""datpak.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
datpak.csv,./src/run-model/test-cases/pc-update,"See XML metadata for ""datpak.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
datpak.csv,./src/run-model/test-cases/transition-update,"See XML metadata for ""datpak.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
datpak_issues.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""datpak_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
datpak_issues.csv,./src/run-model/test-cases/pc-update,"See XML metadata for ""datpak_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
datpak_issues.csv,./src/run-model/test-cases/transition-update,"See XML metadata for ""datpak_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
datpak-2020test.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""datpak.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
datpak-NOT-UPDATED.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""datpak.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
enroll.csv,./src/create-new-run/test-cases,"See XML metadata for ""enroll.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
enroll.csv,./src/forecast-guidance/test-cases/prevrun-test,"See XML metadata for ""enroll.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
guidance.csv,./src/run-model/test-cases/pc-update,"See XML metadata for ""guidance.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
guidance-NOT-UPDATED.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""guidance.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
manage.csv,./src/create-new-run/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
manage.csv,./src/forecast-guidance/test-cases/prevrun-test,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
manage_issues.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""manage_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
manage_issues.csv,./src/review-reports/test-cases,"See XML metadata for ""manage_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
manage_issues-NOT-UPDATED.csv,./src/create-new-run/test-cases,"See XML metadata for ""manage_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
manage-test.csv,./src/construct-datpaks/timing-test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
manage-test-2021.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
man-issues-for-cost-test.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
manissues-test-2021.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""manage_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
merged_manageTEST.csv,./src/review-reports/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
midcycle-test.csv,./src/forecast-guidance/test-cases,"See XML metadata for ""midcycle.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
midcycle-test2018-08-11.csv,./src/forecast-guidance/test-cases,"See XML metadata for ""midcycle.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
midcycle-test2020-12-31.csv,./src/forecast-guidance/test-cases,"See XML metadata for ""midcycle.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
midcycle-test2525-12-31.csv,./src/forecast-guidance/test-cases,"See XML metadata for ""midcycle.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
monissues-test.csv,./src/construct-datpaks/timing-test-cases,"See XML metadata for ""monitor_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
monissues-test-2021.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""monitor_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
monitor.csv,./src/create-new-run/test-cases,"See XML metadata for ""monitor.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
monitor_issues.csv,./src/create-new-run/test-cases,"See XML metadata for ""monitor_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
monitor_issues.csv,./src/forecast-guidance/test-cases/prevrun-test,"See XML metadata for ""monitor_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
monitor_issues.csv,./src/review-reports/test-cases,"See XML metadata for ""monitor_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
monitor_issues-NOT-UPDATED.csv,./src/create-new-run/test-cases,"See XML metadata for ""monitor_issues.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
monitorTEST.csv,./src/review-reports/test-cases,"See XML metadata for ""monitor.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
monitor-test.csv,./src/construct-datpaks/timing-test-cases,"See XML metadata for ""monitor.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
monitor-test-2021.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""monitor.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
pc-initial-table.csv,./src/run-model/test-cases/pc-update,"See metadata for ""./src/run-model/initial-inputs/pc-initial-table.csv""",NA,NA,NA,NA
policies.csv,./src/forecast-guidance/test-cases/prevrun-test,"See XML metadata for ""policies.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
report-repairs.csv,./src/construct-datpaks/test-cases,"See XML metadata for ""report-repairs.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL); visit PAMF Model User Guide for more information",NA,NA,NA,NA
test-constants-for-costs.csv,./src/cost-estimates/test-cases,"See metadata for for ""./cost-constants/cost_constants[YYYY].csv""",NA,NA,NA,NA
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",treatmentid,1,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,Description of the test performed,description,2,Description of the test cases for testing purposes,character
test-data-for-costs.csv,./src/cost-estimates/test-cases,Notes about the test performed,notes,3,Notes about the test cases,character
test-data-for-costs.csv,./src/cost-estimates/test-cases,Expected behavior of the test performed,expected_behaviour,4,Expected cost estimates for each test case,character
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",munitid,5,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",report_year,6,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",phase,7,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",costdetails,8,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",treatmethod,9,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",treatarea,10,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",area,11,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",totalareatreated,12,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",areaproportion,13,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",logical
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",hirecontractor,14,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",contractorcost,15,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",rentequipment,16,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",rentcost,17,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",studenthours,18,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",volunteerhours,19,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",seasonalhours,20,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",fullhours,21,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",otherhours,22,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",totalhoursworked,23,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,Example product code for an herbicide,herbproduct,24,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,Example price in USD for an herbicide / gallon,herbprice,25,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,Example concentration (%) of herbicide in the total mix,herbconcentration,26,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"Example volume (in gallons) of total mix (e.g., herbicide plus water)",herbmixvolume,27,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",glyphplusaddedname,28,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",glyphplusaddedpercent,29,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",glyphplusaddedprice,30,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",gasmin,31,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
test-data-for-costs.csv,./src/cost-estimates/test-cases,"See XML metadata for ""manage.csv"" in official PAMF data release (https://doi.org/10.5066/P92NZCYL) for information about many of the columns in this CSV; visit PAMF Model User Guide for more information",gasmax,32,"See XML metadata for ""manage.csv"" in official PAMF data release; visit PAMF Model User Guide for more information",numeric
